id,player_name
87645,Balint Bajner
582987,Adrian Bajrami
36689,Emir Bajrami
53602,Marvin Bakalorz
127048,Cedric Bakambu
354898,Axel Bakayoko
3899,Ibrahima Bakayoko
565424,Johan Bakayoko
182618,Tiemoue Bakayoko
198589,Lewis Baker
7935,Jose Mari Bakero
203378,Zakaria Bakkali
361065,Mitchel Bakker
655987,James Balagizi
102187,Abel Balbo
35640,Javier Balboa
641537,Tommaso Baldanzi
134497,Ibrahima Balde
238752,Keita Balde
715616,Gabriele Baldi
21901,Francesco Baldini
176349,Tommy Baldwin
39381,Gareth Bale
575998,Leonardo Balerdi
135801,Hector Baley
823,Hanno Balitsch
776443,Osvaldo Baliza
35968,Srdjan Baljak
6900,Elvir Baljic
412940,Remco Balk
135908,Alan Ball
9423,Michael Ball
63,Michael Ballack
3693,Salva Ballesta
229574,Enrique Ballesteros
296422,Fode Ballo-Toure
6034,Marco Ballotta
503770,Folarin Balogun
45146,Mario Balotelli
187019,Gert Bals
21876,Federico Balzaretti
292818,Jonathan Bamba
536455,Mory Bamba
28984,Sol Bamba
182882,Franck Bambock
183334,Patrick Bamford
12899,Zoran Ban
151266,Anthony Bancarel
745846,Mauro Bandeira
372169,Claudio Bandoni
189691,Jannik Bandowski
12249,Ever Banega
37846,Albert Baning
200627,Gordon Banks
116145,Eamonn Bannon
31152,Nassim Banouas
14267,Fernando Baptista
32612,Helder Baptista
15952,Julio Baptista
221899,Leo Baptistao
4191,Ruben Baraja
126887,Bruno Baras
44787,Nacer Barazite
223082,Umberto Barberis
569939,Tommaso Barbieri
273438,Danilo Barbosa
244275,Gabriel Barbosa
7905,Pedro Barbosa
849410,Valentin Barco
53847,Hernan Barcos
15773,Phil Bardsley
249916,Larbi Ben Barek
255942,Nicolo Barella
42049,Franco Baresi
5454,Yannick Baret
235928,Paolo Barison
120458,Davide Bariti
8063,Sergi Barjuan
131978,Ross Barkley
256773,Dan Barlaser
306376,Mario Barluzzi
3222,Nick Barmby
67250,Michael Barnes
176493,Peter Barnes
5866,Simone Barone
120379,Marco Baroni
6089,Roberto Baronio
3216,Milan Baros
93664,Abdelaziz Barrada
32522,Antonio Barragan
241889,Antonio Barreca
357233,Leandro Barreiro
671915,Enzo Barrenechea
544287,Evaristo Barrera
125505,Gonzalo Barreto
176896,Colin Barrett
3290,Graham Barrett
19946,Pablo Barrientos
116068,Jorge Barrios
58516,Lucas Barrios
118756,Pier Barrios
176676,Paul Barron
108757,Rui Barros
51354,Julio Barroso
3291,Gareth Barry
20547,Rahmane Barry
272562,Emanuele Barsotti
3293,Chris Bart-Williams
55907,Gustavo Bartelt
3289,Fabien Barthez
67421,Kyle Bartley
226437,Agostino Di Bartolomei
22132,Giovanni Bartolucci
3292,Joey Barton
99922,Marc Bartra
13778,Vince Bartram
40979,Ahmed Barusso
7109,Andrea Barzagli
55997,Jose Maria Basanta
184329,Federico Basavilbaso
334835,Toma Basic
2,Mario Basler
461883,Calvin Bassey
85022,Simone Basso
33951,Sebastien Bassong
19694,Dusan Basta
74471,Marco van Basten
481951,Nicolas Bastere
315853,Alessandro Bastoni
31127,Fellipe Bastos
12142,Michel Bastos
85556,Lars Bastrup
233276,Fabian Basualdo
84624,Jose Basualdo
728944,Fausto Batignani
106970,Sergio Batista
5959,Gabriel Batistuta
117477,Joel Bats
179184,Michy Batshuayi
15646,Sebastian Battaglia
373963,Celso Battaia
120391,Sergio Battistini
117486,Patrick Battiston
3295,David Batty
43659,Olivier Baudry
102151,Hans Bauer
187491,Timo Baumgartl
16474,Alexander Baumjohann
216443,Riechedly Bazoer
9089,Fabio Bazzani
766499,Miguel Bazzano
290162,Gastone Bean
102030,Peter Beardsley
176624,Russell Beardsmore
10384,Dave Beasant
20584,DaMarcus Beasley
3112,James Beattie
410158,Rodrigo Becao
551001,Owen Beck
72347,Franz Beckenbauer
3139,David Beckham
1365,Nana Bediako
6803,Henri Bedimo
224003,Gianfranco Bedin
288255,Donny van de Beek
12145,Milan Berck Beelenkamp
107177,Mark Beeney
214113,Mitchell Beeney
108,Wolfgang de Beer
8124,Txiki Begiristain
145779,Jim Beglin
33873,Asmir Begovic
136834,Aziz Behich
21905,Valon Behrami
40122,Uwe Bein
45566,Tijani Belaid
6060,Emanuele Belardi
22967,David Belenguer
118022,Younes Belhanda
102600,Joseph-Antoine Bell
103519,Michael Bella
467563,Armel Bella-Kotchap
3297,Craig Bellamy
357992,Raoul Bellanova
191217,Hector Bellerin
7829,Juliano Belletti
581678,Jude Bellingham
236106,Hilderaldo Bellini
380111,Savino Bellini
3115,David Bellion
707643,Jacopo Del Bello
148589,Mattia Dal Bello
558799,Ramon Medina Bello
117487,Bruno Bellone
55145,Gonzalo Belloso
6008,Claudio Bellucci
135782,Mauro Bellugi
26460,Fernando Belluschi
3639,Djamel Belmadi
167727,Andrea Belotti
5782,Emre Belozoglu
167791,Stefano Beltrame
423444,Fran Beltran
282953,Eduardo Belza
1667,Diego Benaglio
3300,Ali Benarbia
5857,Antonio Benarrivo
201040,Marco Benassi
45124,Medhi Benatia
7858,Yossi Benayoun
29993,Sven Bender
34557,Nicklas Bendtner
387636,Cesare Benedetti
99923,Simone Benedetti
92693,Dario Benedetto
135783,Romeo Benetti
258057,Pablo Bengoechea
50577,Pierre Neurath Bengtsson
37080,Rasmus Bengtsson
245343,Victor Benites
308709,Julio Cesar Benitez
54555,Nelson Benitez
401716,Oscar Benitez
296802,Walter Benitez
119085,Loris Benito
337027,Fabian Benko
351816,Ismael Bennacer
265569,Youssef Ait Bennasser
481478,Eric Benoit
462868,Anwar Bensabouh
13239,Darren Bent
354362,Rodrigo Bentancur
50201,Christian Benteke
194,Emanuel Bentil
3205,David Bentley
13826,Paulo Bento
14510,Rui Bento
18922,Karim Benzema
872171,Lucas Beraldo
177843,Domenico Berardi
289304,Javier Berasaluce
65,Dimitar Berbatov
215891,Giancarlo Bercellino
61812,Yuri Berchiche
258336,Anthony Berenstein
91241,Giacomo Beretta
49147,Erik Berg
3823,Henning Berg
30418,Marcus Berg
541231,Sepp van den Berg
4312,Andre Bergdolmo
3218,Patrik Berger
117488,Philippe Bergeroo
52328,Gonzalo Bergessio
116129,Klaus Berggreen
4479,Dave van den Bergh
151178,Frank Berghuis
129554,Steven Berghuis
3187,Dennis Bergkamp
4620,Fredrik Berglund
107860,Giuseppe Bergomi
36504,Kristian Bergstrom
490606,Lucas Bergstrom
866246,Lucas Bergvall
284165,Steven Bergwijn
226146,Valmir Berisha
7539,Eduardo Berizzo
969066,Antonio Bermejo
466802,Adrian Bernabe
480364,Daniel Bernard
197300,Federico Bernardeschi
227412,Alberto Bernardi
5294,Lucas Bernardi
19436,Antonino Bernardini
126719,Juan Bernat
395512,Antoine Bernede
21752,Tommaso Berni
6094,Emanuele Berrettoni
57,Thomas Berthold
102473,Nicola Berti
99227,Andrea Bertolacci
237856,Luigi Bertolini
135804,Daniel Bertoni
5884,Valerio Bertotto
187594,Nigel Bertrams
409176,Eric Bertrand
40611,Ryan Bertrand
292923,Alberto Bertuccelli
381370,Pietro Beruatto
73026,Hector Besora
174986,George Best
342967,Jan-Niklas Beste
255302,Aldo Bet
300543,Antonio Betancort
215414,Ze Beto
409156,Ben Bettahar
6746,Stefano Bettarini
56692,Alessandro Bettega
116648,Marcus Bettinelli
389628,Lorenzo Bettini
151366,David Bettoni
4627,Roy Beukenkamp
3923,Habib Beye
45455,Geoffrey Mujangi Bia
152724,Giovanni Bia
45567,Jonathan Biabiany
7688,Leo Biagini
7927,Luigi Di Biagio
28302,Stephane Biakolo
482296,Armando Bianchi
155070,Carlos Bianchi
254422,Ottavio Bianchi
20726,Rolando Bianchi
228534,Walter Bianchi
56693,Raffaele Bianco
427197,William Bianda
249435,Amedeo Biavati
585552,Ludovico Bidoglio
